pdf_filename,figure_filename,caption,plot_type,generated_annotation
089_2504.00406v1_VerifiAgent a Unified Verification Agent in Language Model Reasoning.pdf,089_2504.00406v1_Figure4.png,: width=,Bar Chart,"The bar chart illustrates the comparison of scores labeled as \( V_{\text{score}} \) across three categories: MATH, ProverQA, and StrategyQA. The categories are placed along the horizontal axis, which is arranged alphabetically. The vertical axis represents the value of \( V_{\text{score}} \), ranging from 0.65 to 1.00, with a linear scale and tick marks at intervals of 0.05. Each category contains two bars representing ""Correct Solution"" and ""Incorrect Solution,"" as indicated by the legend. ""Correct Solution"" bars are colored green, while ""Incorrect Solution"" bars are pink. In the MATH category, the green bar approximates a value close to 0.97, and the pink bar approximates 0.87. For ProverQA, the green bar is around 0.92, and the pink bar is about 0.82. In StrategyQA, the green bar is approximately 0.89, while the pink bar is about 0.76. All categories show the green bar (Correct Solution) as higher than the pink bar (Incorrect Solution). There is no specific sorting of the bars beyond the alphabetical arrangement of the categories. No bars are visually emphasized beyond their color differentiation."
089_2504.00406v1_VerifiAgent a Unified Verification Agent in Language Model Reasoning.pdf,089_2504.00406v1_Figure5.png,: The floating bar chart comparing $V_{score}$  distributions (mean ± std) for correct and incorrect solutions across three datasets. The horizontal grey line indicates the mean.,Pie Chart,"The chart set consists of four pie charts representing different categories labeled as MATH, StrategyQA, ProverQA, and ReWild. Each chart illustrates the distribution of Python Interpreter, Search Engine, and Symbolic Solver components. The MATH chart has two slices: Python Interpreter in blue covering 98.6% and Symbolic Solver in peach at 1.4%. StrategyQA has a single green slice for Search Engine taking up 100%. ProverQA is represented by one peach slice solely covering 100% for Symbolic Solver. The ReWild chart contains three slices: Python Interpreter in blue at 84.5%, Search Engine in green at 4.3%, and Symbolic Solver in peach at 11.2%. A legend on the right identifies the colors for each component, and percentage labels are included within the slices. The slices do not appear to be visually emphasized or ordered in a particular way."
089_2504.00406v1_VerifiAgent a Unified Verification Agent in Language Model Reasoning.pdf,089_2504.00406v1_Figure6.png,"The proportion of different question types among VerifiAgent’s incorrectly verified examples by GPT-4o Reasoner. From top to bottom, the bars represent MATH, ProverQA, and StrategyQA datasets, respectively. For MATH and ProverQA, the number of questions in each type is the same. For the imbalanced StrategyQA, the proportion is normalised by the total number of questions per difficulty level.",Bar Chart,"The bar chart illustrates the distribution of percentages across different categories. The horizontal axis represents the percentage values labeled as ""Percentage (%)"" with a linear scale ranging from 0 to 100, marked at intervals of 20%. The vertical axis contains three stacked bars, each split into segments representing different categories. The first bar depicts various mathematical topics, with segments labeled as PreCal (26.9%), Geo (23.9%), Count&Prob (11.9%), PreAlg (11.9%), Int Alg (10.4%), Alg (9.0%), and Num Thr (6.0%). These segments are colored pink, light blue, light purple, light green, pink, peach, and grey, respectively. The second bar indicates difficulty levels with segments labeled Hard (58.6%), Medium (27.1%), and Easy (14.3%) in pink, light blue, and light purple, respectively. The third bar shows performance levels labeled as Level 2 (30.1%), Level 5 (28.5%), Level 3 (21.7%), and Level 4 (19.7%) colored pink, light blue, light purple, and light green, respectively. The categories within each bar are stacked next to each other to illustrate their proportionate contributions to the overall percentage of 100%. There is no specific sorting or visual emphasis indicated in any of the bars."
089_2504.00406v1_VerifiAgent a Unified Verification Agent in Language Model Reasoning.pdf,089_2504.00406v1_Figure7.png,"The proportion of different question types among the incorrectly answered examples by GPT-4o Reasoner. From top to bottom, the bars represent MATH, ProverQA, and StrategyQA datasets, respectively. For MATH and ProverQA, the number of questions in each type is the same. For the imbalanced StrategyQA, the proportion is normalised by the total number of questions per difficulty level.",Bar Chart,"The bar chart illustrates the distribution of categories within three different domains labeled as MATH, ProverQA, and StrategyQA, represented horizontally. The horizontal axis represents the percentage, labeled as ""Percentage (%)"", with a linear scale ranging from 0 to 100, marked at intervals of 20 units. Each bar serves as a stacked representation of various subcategories, with distinct colors identifying each segment within the bars. In the MATH category, segments include PreCal (light blue, 25.2%), Geo (light blue, 22.5%), Int Alg (light pink, 19.8%), Count/Prob (pink, 14.4%), PreAlg (green, 8.1%), Num Thr (yellow, 5.4%), and Alg (orange, 4.5%). In ProverQA, the segments are labeled as Hard (red, 56.8%), Medium (blue, 29.7%), and Easy (purple, 13.5%). The StrategyQA category consists of Level 3 (purple, 32.0%), Level 2 (red, 27.2%), Level 5 (blue, 26.8%), and Level 4 (green, 13.9%). Stacks are arranged in a straightforward sequence, with no specific sorting pattern or visual emphasis on any particular bar segment."
091_2505.03052v1_Teaching Models to Understand (but not Generate) High-risk Data.pdf,091_2505.03052v1_Figure3.png,"Effect of toxic data quantity on model understanding and generation of toxicity. Models in the upper left region exhibit the best understanding-generation tradeoff. Masked  shines at high data scales, showing both high understanding and low toxicity.",Line Plot,"The plot illustrates the relationship between Generation size in RealToxicityPrompts and Understanding as measured by CivilComments AUROC. The x-axis is labeled ""Generation (RealToxicityPrompts)"" with a linear scale ranging from approximately 0.16 to 0.24 with no units indicated and tick marks at intervals of 0.02. The y-axis is labeled ""Understanding (CivilComments AUROC)"" with a linear scale ranging from 0.815 to 0.845 with no units indicated and tick marks at intervals of 0.005. There are four lines in the plot. The first line is black, represented by a solid circle marker, indicating a constant value at the point 0.16 on the x-axis and approximately 0.815 on the y-axis. The second line is blue, has circular markers, and a solid line style. It starts at (0.16, 0.825) and ends at (0.18, 0.838). Notable points include (0.17, 0.835) and (0.18, 0.84). The third line is orange, also with circular markers and a solid line. It begins at (0.16, 0.820) and steadily increases to reach (0.24, 0.841), passing through (0.18, 0.825) and (0.22, 0.838). The fourth line is green, following a similar pattern to the others with circular markers and a solid line. It starts at (0.16, 0.835), peaks at (0.18, 0.838), and concludes at (0.20, 0.837), displaying fluctuations at (0.17, 0.837) and (0.19, 0.836)."
092_2505.20612v1_Roboflow100-VL A Multi-Domain Object Detection Benchmark for   Vision-Language Models.pdf,092_2505.20612v1_Figure16.png,"Dataset Statistics. The table on the left provides details on the number of classes, images, and annotations across different dataset types within RF100-VL. The figure on the right illustrates the distribution of dataset types by count. Notably, despite containing 100 datasets, RF100-VL is 50% the size of COCO <cit.> (by number of images) and can feasibly be benchmarked on academic-level compute.",Pie Chart,"The chart represents the distribution of various categories, with a total of seven slices. The categories and their attributes are as follows: ""Aerial"" comprises 11% and is colored dark purple; ""Document"" accounts for 10% with a slightly lighter purple; ""Flora & Fauna"" is the largest segment at 23% and a bright purple; ""Industrial"" follows at 22% in medium purple; ""Medical"" is 13% in a lighter shade of purple; ""Sports"" represents 6% in the lightest purple; and ""Other"" is 15% in medium-dark purple. Each slice is labeled with its respective category and percentage. There is no legend, but the percentages are displayed within the slices. The segments do not appear to be ordered by size or visually emphasized."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure1.png,: Training reward ($\lambda_f$),Line Plot,"The line plot illustrates different levels of train rewards over a series of steps, comparing the effects of varying lambda (λ) values on training performance. The x-axis is labeled ""Step"" and follows a linear scale, ranging from 0 to 400 with tick labels at intervals of 50. The y-axis is labeled ""Train Reward,"" also using a linear scale, ranging from 0.1 to 0.9 with tick labels at intervals of 0.1. There are five lines on the plot. The blue line with circle markers and a solid style, representing λ=0.0, begins at a train reward near 0.1 at step 0 and generally increases to approximately 0.5 at step 400. The orange line with square markers, also solid, representing λ=0.2, follows a similar trend, starting around 0.1 and rising steadily to about 0.6 by the end. The green line with diamond markers, solid style, for λ=0.4, starts near 0.1 and reaches approximately 0.7 at step 400. The red line with triangle markers, solid style, representing λ=0.6, begins near 0.1 and rises more steeply to around 0.8 towards the end. The purple line with cross markers, solid style, representing λ=0.8, starts close to 0.1 and increases rapidly to approximately 0.9, maintaining a stable trend from step 100 onward."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure2.png,: Training reward ($\lambda_r$),Line Plot,"The plot illustrates the relationship between format reward and final score. The x-axis, labeled ""format reward,"" uses a linear scale, ranging from 0.2 to 0.8, with ticks at intervals of 0.1. The y-axis, labeled ""final score,"" also employs a linear scale, ranging from 0.405 to 0.435, with tick intervals of 0.005. The plot contains a single line depicted in blue, with circular markers and a solid line style. Beginning at approximately 0.2 on the x-axis, the final score is near 0.405. The line then rises to a peak at x = 0.4, where the final score reaches 0.435. Subsequently, the line descends, reaching a final score of about 0.405 at x = 0.8."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure3.png,": Empirical analyses on format reward and intermediate retrieval reward. (a) Training reward curves with varying format reward scaling factors ($\lambda_f$); larger $\lambda_f$ values lead to faster convergence. (b) Impact of $\lambda_f$ on final model performance; a small $\lambda_f$ is ineffective, while an excessively large $\lambda_f$ may cause overfitting to format reward. (c) Training reward curves under different intermediate retrieval reward scaling factors ($\lambda_r$); varying $\lambda_r$ has limited effect on learning dynamics. (d) Effect of $\lambda_r$ on final model performance; increasing $\lambda_r$ degrades performance, suggesting that intermediate retrieval rewards are unnecessary, as the outcome reward sufficiently encourages effective query formulation. (LLM: Qwen2.5-7B-Base; RL Algorithm: PPO)",Line Plot,"The plot illustrates the changes in train reward as a function of steps for different values of λ_r. The x-axis is labeled ""Step,"" is on a linear scale, ranges from 0 to 400, and has tick labels at intervals of 50 steps. The y-axis is labeled ""Train Reward,"" is also on a linear scale, ranges from 0.0 to 0.9, and has tick labels at intervals of 0.1. There are four lines on the plot. The blue line with circular markers and a solid style starts at approximately 0.2 at step 0, increasing steadily to about 0.6 by step 400. The orange line with square markers and a solid style starts at approximately 0.2 and rises more sharply to around 0.7 by step 400. The green line with diamond markers and a solid style begins at approximately 0.2, climbing more rapidly to reach about 0.75 by step 400. The red line with triangular markers and a solid style also commences at about 0.2, increasing quickly to approximately 0.8 by step 400, showing a prominent upward trend throughout."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure4.png,: Caption not extracted,Line Plot,"The plot illustrates the relationship between retrieval reward and final score. The x-axis is labeled ""retrieval reward,"" with a linear scale ranging from 0.0 to 0.5, marked at intervals of 0.1. The y-axis is labeled ""final score,"" with a linear scale ranging from 0.39 to 0.43, marked at intervals of 0.01. There is a single line on the plot, which is blue with circular markers and a solid line style. The line starts at a final score of 0.43 when the retrieval reward is 0.0 and decreases steadily as the retrieval reward increases. The line passes through a final score of 0.42 at a retrieval reward of 0.1, then continues to 0.41 at 0.3, and ends at 0.39 when the retrieval reward is 0.5."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure5.png,: Training Reward,Line Plot,"This plot illustrates the changes in train reward over time, represented by the step count. The x-axis is labeled ""Step,"" with a linear scale ranging from 0 to 1000, with tick intervals at every 100 steps. The y-axis is labeled ""Train Reward,"" also on a linear scale, ranging from 0 to 0.8, with tick intervals at every 0.1 units. The plot includes four lines. The blue line with circle markers and solid style represents ""Deepseek w. PPO,"" starting at a reward slightly above 0.1 at step 0 and showing an upward trend to approximately 0.7 by step 900, with some fluctuations. The orange line with square markers and solid style represents ""Deepseek w. GRPO,"" beginning near 0.08 at step 0, showing minimal increase and mostly remaining steady around 0.1. The green line with diamond markers and solid style represents ""Base w. PPO,"" starting near 0.15 and peaking at about 0.65 by step 200, then maintaining a steady level. The red line with triangle markers and a solid style represents ""Base w. GRPO,"" starting near 0.2 and reaching a peak of 0.62 by step 100, before declining around step 200 and stabilizing near 0.1."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure6.png,: Training Reward,Line Plot,"The plot illustrates the number of search calls in relation to the step count for different configurations. The x-axis is labeled ""Step,"" with a linear scale ranging from 0 to 1000, marked at intervals of 200. The y-axis is labeled ""# Search Call,"" also employing a linear scale, extending from 0 to 5 with increments of 1. There are four distinct lines in the plot. The first line is blue, with circular markers and a solid style, representing ""Deepseek w. PPO."" It starts near 1 at Step 0 and gradually increases, reaching approximately 4.5 at Step 900, showing variability throughout. The second line, orange with square markers and a solid style, indicates ""Deepseek w. GRPO."" It begins slightly above 1 at Step 0 and maintains a relatively steady trajectory, with fluctuations around 1 until Step 300, after which it slightly declines. The third line, green with diamond markers and a solid style, represents ""Base w. PPO."" It starts around 2 at Step 0, briefly rises to about 3 at Step 100, then decreases back to near 2 around Step 180, followed by an upward trend from Step 250, ending near 3.5 at Step 360. Lastly, the red line, featuring triangular markers and a solid style for ""Base w. GRPO,"" begins around 2 at Step 0, briefly ascending to approximately 2.5 at Step 100, and subsequently fluctuates around 1.5 until Step 180, post which it remains stable."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure7.png,": The study of underlying pretrained LLM for development of LLM-based search agents with RL. (a) Training reward with different type of LLMs - general-purpose LLM (Qwen2.5-7B-Base) and reasoning LLM (DeepSeek-R1-Distill-Qwen-7B). We observe that general-purpose LLM performs better than reasoning LLMs with both PPO and GRPO. (b) # of Search engine calls with different type of LLMs: General LLM learns to call the search engine faster than the reasoning LLM. This potentially stems from the fact the general LLMs are better for following instructions. (c) Training reward with different size of LLMs: Larger LLMs can lead to higher training reward. (d) Test accuracy with different size of LLMs: On the challenging Bamboogle dataset <cit.>, the performance increases consistently as the LLM size increases.",Line Plot,"The line plot illustrates the relationship between ""Step"" and ""Train Reward"" across four different datasets labeled as 3B, 7B, 14B, and 32B. The x-axis represents ""Step"" with a linear scale ranging from 0 to 250, with major tick marks at intervals of 50 units. The y-axis denotes ""Train Reward"" on a linear scale, spanning from 0.1 to 0.6 with tick marks at intervals of 0.1. The line corresponding to 3B is blue with circle markers and a solid line style. It starts at a Train Reward of approximately 0.1 at Step 0 and rises steadily to about 0.3 at Step 50, continuing to about 0.5 at Step 150 before maintaining a nearly consistent level. The line for 7B, marked in orange with square markers, begins at around 0.1 at Step 0, increasing to about 0.4 by Step 50, reaching approximately 0.55 by Step 100 and fluctuating slightly near 0.55 through to Step 250, with a steep drop towards the end. The 14B line is represented in green with diamond markers and a solid line, starting just under 0.1 at Step 0, rising sharply to around 0.55 by Step 50, and showing small fluctuations near 0.55 through to Step 250. Lastly, the 32B line, depicted in red with triangle markers, begins just over 0.1 at Step 0, sees an increase to above 0.5 by Step 50, then maintains near 0.6, exhibiting a slight upward trend toward the end."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure8.png,: Caption not extracted,Line Plot,"The plot illustrates the relationship between LLM Size, measured in billion parameters, and the Bamboogle Score. The x-axis is labeled ""LLM Size (Billion Parameters)"" and features a linear scale ranging from 0 to 35, with tick marks at intervals of 5. The y-axis is labeled ""Bamboogle Score,"" also using a linear scale, ranging from 0.30 to 0.55, with tick marks at intervals of 0.05. The plot presents a single blue line with circular markers and a solid line style. Starting at approximately (4, 0.30), the line shows an upward trend, reaching around (14, 0.51), and ending near (30, 0.55). The plot shows a steady increase without any visible peaks or declines along the x-axis."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure10.png,: # Search calls,Line Plot,"The plot illustrates the train reward as a function of the step in a process, comparing different methods. The x-axis represents the ""Step"" with a linear scale ranging from 0 to 400, with tick labels at intervals of 50. The y-axis represents the ""Train Reward,"" also on a linear scale, ranging from 0.0 to 0.5, with tick labels at intervals of 0.1. There are four lines in the plot. The first line is blue with circle markers and a solid style, starting around 0.05 at step 0 and gradually increasing to about 0.2 by step 400, showing a steady upward trend. The second line is orange with square markers and a solid style, beginning at approximately 0.05 and rising to about 0.45 by step 250, before dropping sharply to below 0.1 by step 400. The third line is green with diamond markers and a solid style, starting at about 0.02 and increasing to around 0.4 by step 400, illustrating a steady increase. The fourth line is red with triangle markers and a solid style, beginning at close to 0.05 and increasing to about 0.5 by step 400, showing a consistent upward trend with a peak around step 300."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure11.png,: Caption not extracted,Line Plot,"The line plot illustrates the performance measured by the number of search calls over a series of steps for different methods. The x-axis is labeled ""Step,"" with a linear scale ranging from 0 to 400, with tick marks at intervals of 50. The y-axis is labeled ""# Search Call,"" also using a linear scale with values from 0 to 3.5, with tick marks at intervals of 0.5. The plot features four lines: a blue line with circular markers representing ""Random,"" starting at approximately 3.0 and steadily declining to about 0.5 around step 125, then remaining stable; an orange line with square markers for ""BM25,"" showing variably high peaks, starting near 2.0 and fluctuating substantially after step 350, ending around 3.3; a green line with diamond markers labeled ""E5 (HNSW),"" which begins around 1.5, maintaining a relatively steady trend with minor fluctuations; and a red line with triangular markers for ""E5 (Exact),"" starting just below 2.0, showing slight fluctuations throughout and ending slightly below its initial value. Each line denotes a distinct behavior across the steps, as visually represented by their unique styles and trends."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure12.png,: Training Reward,Line Plot,"The plot illustrates the relationship between ""Step"" and ""Train Reward"" for various datasets. The x-axis is labeled ""Step,"" with a linear scale ranging from 0 to 500, marked at intervals of 100. The y-axis is labeled ""Train Reward,"" also on a linear scale, ranging from 0.0 to 0.8 with tick intervals of 0.1. The plot contains five lines, each corresponding to different dataset sizes. The blue line, representing |D|=1, uses circular markers and a solid line style. It begins at a reward of approximately 0.1 at step 0, rising steeply and stabilizing at around 0.8 by step 100. The orange line, representing |D|=10, with square markers and a solid line style, starts around 0.1 at step 0, increases steadily, and approaches 0.7 by step 400, where it remains. The green line, representing |D|=100, employs diamond markers and a solid style, starting at about 0.1, increasing steadily to approximately 0.7 by step 250 before leveling off. The red line for |D|=1000, with triangle markers and solid style, begins near 0.1, following a similar upward trend to the green line, stabilizing around 0.7 by step 250. Lastly, the purple line for |D|=10000 uses x-shaped markers and a solid style, starting at 0.1, climbing gradually but consistently, achieving a reward near 0.6 by step 500."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure13.png,: Training Reward,Line Plot,"The plot illustrates the number of search calls over a series of steps for different values of |D|. The x-axis is labeled ""Step"" and features a linear scale ranging from 0 to 500, with tick labels at regular intervals of 100 units. The y-axis is labeled ""# Search Call"" and also uses a linear scale, ranging from 0.0 to 3.0, with tick labels at intervals of 0.5 units. The plot contains five lines, each representing a different |D| value. The blue line with circle markers, representing |D|=1, starts at 1.0 at step 0, drops to 0.0 by step 30, and remains steady through step 500. The orange line with square markers, representing |D|=10, begins at about 1.4, fluctuates, and peaks at around step 70 with a value of approximately 1.8, before declining steeply to 0.0 at step 380. The green line with triangle markers, representing |D|=100, starts just above 1.0 and stays relatively stable around 1.0 throughout the extent of the plot. The red line with upside-down triangle markers, representing |D|=1000, exhibits a start value of around 1.0, maintains an almost steady trend, and slightly declines to just below 1.0 by step 500. Lastly, the purple line with cross markers, representing |D|=10000, starts around 1.0, with increased fluctuations peaking at approximately 2.7 near step 370, and then lowers slightly to around 1.5 by the last observed step."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure14.png,": Data scaling effects in RL training for search agents. (a) Training reward under PPO with varying dataset sizes: Smaller training sets result in faster convergence and higher training rewards, likely due to overfitting. (b) Number of search engine calls under PPO: Training with a single example fails to induce search behavior, while 10 samples lead to unstable learning. In contrast, using 100 or 1,000 samples enables the model to learn stable search behavior, and training with 10,000 samples further improves performance. (c) Training reward under GRPO with varying dataset sizes: Similar to PPO, smaller datasets yield faster convergence and higher rewards, again suggesting potential overfitting. (d) Number of search engine calls under GRPO: A single training sample is insufficient for search behavior to emerge, whereas larger datasets facilitate stable learning of search interactions.",Line Plot,"The plot illustrates the relationship between ""Step"" on the x-axis and ""Train Reward"" on the y-axis for different dataset sizes denoted by |D|. The x-axis is labeled ""Step"" and uses a linear scale ranging from 0 to 200 with tick marks at intervals of 25. The y-axis, labeled ""Train Reward,"" is also on a linear scale and ranges from 0.0 to 1.0, with tick marks at intervals of 0.2. There are five lines representing different values of |D|. The blue line with circle markers for |D|=1 starts near a reward of 0.2, quickly rises and fluctuates around 1.0 after 25 steps, and then stabilizes. The orange line with square markers for |D|=10 starts similarly but oscillates between 0.8 and 1.0 after about 50 steps. The green line with diamond markers for |D|=100 begins at a similar initial value and steadily increases to about 0.8 near 150 steps, maintaining this level with minor fluctuations. The red line with triangle markers for |D|=1000 follows a similar pattern to the green line, reaching approximately 0.7 at around 200 steps. The purple line with cross markers for |D|=10000 exhibits a gradual upward trend, reaching around 0.5 at the graph's end, showing a slower increase throughout."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure15.png,: Caption not extracted,Line Plot,"The plot illustrates the relationship between ""Step"" and ""# Search Call"" for different values of |D|. The x-axis is labeled ""Step,"" has a linear scale, and ranges from 0 to 200 with tick marks at intervals of 25. The y-axis is labeled ""# Search Call,"" also employs a linear scale, ranging from 0.0 to 1.4 with tick marks at intervals of 0.2. The blue solid line with circular markers represents |D|=1, starting at 0.8, sharply declining to nearly 0 around step 50, and remaining stable thereafter. The orange dashed line with square markers represents |D|=10, starting around 0.8, peaking near 1.3 at step 50, then stabilizing slightly above 1.0. The green solid line with diamond markers for |D|=100 starts at 0.8, peaks near 1.2 at step 50, and fluctuates around 1.0 towards the end. The red solid line with triangle markers represents |D|=1000, beginning at 0.8 and maintaining a fairly stable trend around 1.0 after a slight rise. The purple line with X-shaped markers for |D|=10000 starts at 0.8, peaking at approximately 1.3 around step 70, and finally stabilizes around 1.0."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure16.png,: Train Reward,Line Plot,"The plot illustrates the training reward over time for different models across varying steps. The x-axis, labeled ""Step,"" employs a linear scale ranging from 0 to 400, with numeric tick labels at intervals of 50 steps. The y-axis is labeled ""Train Reward"" and also uses a linear scale, with values ranging from 0.2 to 0.7, and tick labels at intervals of 0.1 units. Four lines are present in the plot: a blue line featuring circular markers and a solid style represents ""Deepseek w. PPO."" This line starts at a value of approximately 0.2, maintains a steady increase peaking around step 100 at roughly 0.45, then shows variation while generally stabilizing around 0.4 towards the end. The orange line, depicted with square markers and a dashed style, represents ""Deepseek w. GRPO."" It begins near 0.25, steadily increasing to a peak of about 0.35 around step 150, and then fluctuating while maintaining a level around 0.3 towards the final steps. A green line with diamond markers and a solid style signifies ""Base w. PPO,"" starting at approximately 0.25 and consistently rising up to a peak close to 0.55 at step 100, before slightly decreasing and stabilizing around 0.5. Lastly, the red line, using triangle markers and a dashed style for ""Base w. GRPO,"" initiates at a similar starting point of around 0.25, climbing steadily to a peak near 0.6 at step 200, followed by minor fluctuations while maintaining a consistent level towards 0.6 by the plot's conclusion."
093_2505.15117v1_An Empirical Study on Reinforcement Learning for Reasoning-Search   Interleaved LLM Agents.pdf,093_2505.15117v1_Figure17.png,": The study of underlying pretrained LLM for development of search agents with RL. (a) Training reward with different type of LLMs - general-purpose LLM (Qwen2.5-14B-Base) and reasoning LLM (DeepSeek-R1-Distill-Qwen-14B). We observe that general-purpose LLM performs better than reasoning LLMs with both PPO and GRPO. (b) # of Search engine calls with different type of LLMs: Both the general-purpose LLM and the reasoning-specialized LLM demonstrate the ability to learn when to call the search engine. However, the general-purpose LLM achieves better final performance, potentially due to its superior capability in formulating effective search queries.",Line Plot,"The plot illustrates the number of search calls over a range of steps for different conditions or models. The x-axis represents the ""Step,"" using a linear scale ranging from 0 to 400, with tick marks at intervals of 50. The y-axis shows the ""# Search Call,"" also on a linear scale, ranging from 0 to 4, with intervals of 1 unit. The plot includes four lines: a blue line with circle markers, labeled ""Deepseek w. PPO,"" is solid and exhibits values starting around 0 at step 0, gradually increasing and fluctuating, reaching approximately 4 at step 400. The orange line with square markers, labeled ""Deepseek w. GRPO,"" is solid, beginning near 0 around step 0, rising and leveling off between 3 and 4 by step 200, and remaining stable thereafter. A green line with diamond markers, labeled ""Base w. PPO,"" is solid, starting around 2 at step 0, maintaining a steady trend toward step 400. The red line with triangle markers, labeled ""Base w. GRPO,"" is solid, commencing near 1 at the start, and exhibiting a stable trend, with minor fluctuations, throughout the plot to step 400."
097_2504.17480v3_Unified Attacks to Large Language Model Watermarks Spoofing and   Scrubbing in Unauthorized Knowledg.pdf,097_2504.17480v3_Figure3.png,"Accuracy of watermark classifiers with increasing training samples. Evaluation is conducted across six watermarking schemes: KGW (N=1, N=2, N=3), Unigram, and SynthID-Text (N=2, N=3).",Line Plot,"The plot illustrates the relationship between the number of training samples and the classifier accuracy for different methods. The x-axis is labeled ""Training Samples"" with a scale type that appears to be logarithmic, ranging from 0.1K to 10K samples, with tick marks at 0.1K, 1K, 5K, and 10K. The y-axis is labeled ""Classifier Accuracy (%)"" with a linear scale, ranging from 50% to 90%, with tick marks at intervals of 10%. Each line represents a different method. The blue line with circle markers and a solid style for ""KGW (N=1)"" starts around 50% and increases to about 75% at 10K. The orange line with square markers for ""KGW (N=2)"" follows a similar trend, starting near 50% and reaching about 75%. The green line with triangle markers for ""KGW (N=3)"" starts near 50%, peaking at approximately 77% at 10K. The red line with diamond markers for ""Unigram"" begins at 50% and sharply rises to about 90% at 10K. The purple line with inverted triangle markers labeled ""SynthID-Text (N=2)"" starts around 55% and climbs to approximately 80% at the last point. Lastly, the brown line with star markers for ""SynthID-Text (N=3)"" begins slightly above 50% and increases steadily to about 73% at 10K."
097_2504.17480v3_Unified Attacks to Large Language Model Watermarks Spoofing and   Scrubbing in Unauthorized Knowledg.pdf,097_2504.17480v3_Figure4.png,Token length sensitivity analysis of watermark detection accuracy across multiple watermark schemes.,Line Plot,"The plot illustrates the relationship between token lengths and accuracy for different models. The x-axis represents ""Token Lengths,"" using a linear scale with values ranging from 50 to 1000, labeled in units of tokens, and with tick intervals at 50, 100, 500, and 1000. The y-axis represents ""Accuracy (%)"" on a linear scale, ranging from 50% to 90%, with tick intervals of 10%. There are six lines, each representing different models: The blue line with circle markers represents ""KGW (N=1),"" starting at 50% at 50 tokens and increasing steadily to about 68% at 1000 tokens. The orange line with square markers for ""KGW (N=2)"" starts similarly at 50% and ends near 70%. The green line with triangle markers, ""KGW (N=3),"" shows a similar trend, starting at 50% and rising to approximately 72%. The red line with diamond markers, ""Unigram,"" begins at 51% and displays a sharp ascent to 90% by 1000 tokens. The purple line with inverted triangle markers, ""SynthID-Text (N=2),"" starts at 51% and increases to about 73%. The brown line with star markers for ""SynthID-Text (N=3)"" starts at 51% and moves upward to around 69% by the end of the x-axis."
